sale_id,lead_id,property_id,agent_id,sale_date,sale_price,commission_id,campaign_id
4601,13995,6902,116,2023-02-16,2200000,4601,40
4602,13997,6903,136,2024-03-28,2000000,4602,3
4603,13998,6904,774,2024-08-17,1500000,4603,27
4604,14003,6906,335,2024-10-18,8000000,4604,24
4605,14004,6908,541,2024-05-29,2000000,4605,13
4606,14005,6909,695,2023-11-07,3000000,4606,20
4607,14008,6911,572,2023-03-25,2200000,4607,48
4608,14009,6913,653,2024-12-29,4500000,4608,49
4609,14010,6915,685,2023-08-10,2000000,4609,18
4610,14013,6916,426,2024-12-10,2000000,4610,40
4611,14017,6917,88,2023-11-15,4500000,4611,42
4612,14022,6918,681,2023-05-09,3000000,4612,15
4613,14028,6919,524,2024-11-06,2000000,4613,14
4614,14033,6920,790,2024-04-13,2200000,4614,22
4615,14034,6921,704,2023-05-01,3000000,4615,14
4616,14040,6922,256,2024-02-14,2200000,4616,8
4617,14042,6924,171,2022-11-06,4500000,4617,1
4618,14047,6925,235,2023-06-22,3000000,4618,35
4619,14048,6927,439,2024-12-22,4500000,4619,1
4620,14049,6928,563,2023-08-10,1500000,4620,22
4621,14050,6929,584,2024-05-26,8000000,4621,24
4622,14051,6931,510,2023-03-15,8000000,4622,21
4623,14054,6932,118,2024-11-05,4500000,4623,43
4624,14059,6933,207,2024-03-16,4500000,4624,8
4625,14063,6934,631,2024-12-27,4500000,4625,42
4626,14065,6936,370,2023-10-20,2000000,4626,1
4627,14066,6937,467,2024-04-20,4500000,4627,18
4628,14069,6940,502,2024-11-30,2000000,4628,47
4629,14072,6943,356,2023-06-06,1500000,4629,26
4630,14073,6945,715,2024-06-05,2200000,4630,48
4631,14075,6946,666,2024-03-25,2200000,4631,25
4632,14076,6947,192,2023-03-02,8000000,4632,6
4633,14080,6949,246,2023-04-13,3000000,4633,48
4634,14081,6951,124,2023-01-03,2200000,4634,22
4635,14084,6952,39,2023-08-26,4500000,4635,24
4636,14085,6953,400,2022-04-24,2200000,4636,42
4637,14087,6956,145,2023-02-11,8000000,4637,48
4638,14090,6957,73,2024-02-01,8000000,4638,47
4639,14099,6958,612,2023-12-23,2000000,4639,36
4640,14102,6959,381,2022-08-11,4500000,4640,12
4641,14108,6960,164,2023-07-03,2200000,4641,39
4642,14109,6961,355,2024-10-24,1500000,4642,4
4643,14114,6962,670,2023-08-25,2200000,4643,27
4644,14117,6963,13,2024-11-06,2000000,4644,44
4645,14120,6964,600,2024-01-28,1500000,4645,13
4646,14124,6965,86,2024-07-21,2200000,4646,20
4647,14126,6966,758,2024-04-28,3000000,4647,12
4648,14127,6969,288,2024-02-29,3000000,4648,16
4649,14133,6971,82,2024-02-07,2200000,4649,7
4650,14134,6974,361,2024-07-10,1500000,4650,16
4651,14139,6975,99,2024-08-15,2000000,4651,44
4652,14142,6976,208,2023-10-04,1500000,4652,24
4653,14146,6977,106,2022-02-08,3000000,4653,3
4654,14149,6978,48,2023-09-30,2200000,4654,26
4655,14150,6980,588,2023-11-11,2200000,4655,18
4656,14152,6981,452,2023-09-02,2200000,4656,39
4657,14154,6982,42,2023-08-21,3000000,4657,33
4658,14159,6983,327,2024-03-22,8000000,4658,13
4659,14166,6984,344,2023-08-27,2000000,4659,48
4660,14172,6985,562,2024-09-14,1500000,4660,19
4661,14175,6986,206,2023-07-23,1500000,4661,6
4662,14176,6989,504,2024-09-02,1500000,4662,7
4663,14180,6990,523,2024-04-15,3000000,4663,13
4664,14184,6991,577,2022-10-09,8000000,4664,38
4665,14185,6993,483,2023-07-24,4500000,4665,10
4666,14188,6995,759,2024-09-18,8000000,4666,50
4667,14190,6996,35,2023-07-09,2000000,4667,1
4668,14193,6997,360,2023-07-22,8000000,4668,47
4669,14194,6998,184,2023-11-29,4500000,4669,23
4670,14196,7000,141,2023-12-29,2000000,4670,36
4671,14197,7004,715,2024-05-01,4500000,4671,37
4672,14198,7008,756,2023-07-30,3000000,4672,33
4673,14199,7010,357,2022-03-19,2000000,4673,41
4674,14200,7011,149,2024-08-04,2000000,4674,28
4675,14202,7012,242,2024-09-01,2000000,4675,30
4676,14207,7014,74,2024-12-03,8000000,4676,45
4677,14212,7015,220,2024-03-14,8000000,4677,43
4678,14216,7016,218,2024-08-11,2200000,4678,14
4679,14225,7017,23,2022-08-12,8000000,4679,43
4680,14226,7019,311,2022-03-24,3000000,4680,22
4681,14228,7020,503,2024-06-12,8000000,4681,15
4682,14234,7022,127,2024-05-05,2200000,4682,21
4683,14239,7025,769,2024-01-18,1500000,4683,21
4684,14240,7026,639,2024-06-15,8000000,4684,16
4685,14252,7027,89,2023-08-23,3000000,4685,34
4686,14255,7028,586,2024-01-24,4500000,4686,21
4687,14257,7031,76,2023-11-22,8000000,4687,11
4688,14259,7033,120,2024-10-04,3000000,4688,22
4689,14261,7037,540,2024-10-14,8000000,4689,16
4690,14267,7038,792,2024-07-06,1500000,4690,18
4691,14272,7040,118,2023-03-30,2200000,4691,5
4692,14273,7041,122,2023-04-26,1500000,4692,21
4693,14283,7042,318,2022-07-06,1500000,4693,5
4694,14284,7045,660,2023-08-16,3000000,4694,40
4695,14287,7046,677,2024-12-14,1500000,4695,15
4696,14292,7047,52,2024-09-14,8000000,4696,25
4697,14293,7048,642,2024-02-05,1500000,4697,27
4698,14296,7049,687,2024-02-28,3000000,4698,49
4699,14297,7053,554,2024-01-02,2000000,4699,8
4700,14298,7055,230,2024-11-21,4500000,4700,38
4701,14304,7056,611,2024-12-22,3000000,4701,5
4702,14308,7057,366,2024-09-14,3000000,4702,15
4703,14309,7058,749,2024-06-12,2200000,4703,39
4704,14310,7060,785,2024-01-11,2200000,4704,50
4705,14311,7062,77,2024-08-07,1500000,4705,4
4706,14313,7063,344,2024-08-28,2000000,4706,8
4707,14314,7065,424,2024-06-14,8000000,4707,38
4708,14317,7067,368,2024-11-01,2200000,4708,34
4709,14318,7069,55,2023-03-25,1500000,4709,20
4710,14321,7070,554,2022-10-17,2200000,4710,5
4711,14325,7071,499,2024-03-05,2200000,4711,23
4712,14338,7072,727,2023-02-04,4500000,4712,38
4713,14340,7073,426,2024-09-30,1500000,4713,37
4714,14341,7078,244,2023-11-15,4500000,4714,7
4715,14343,7079,682,2024-08-31,8000000,4715,8
4716,14352,7080,447,2022-12-14,2200000,4716,15
4717,14356,7081,533,2023-10-24,1500000,4717,19
4718,14357,7082,425,2024-10-02,1500000,4718,11
4719,14359,7083,575,2024-10-06,8000000,4719,49
4720,14360,7085,445,2023-07-18,3000000,4720,33
4721,14361,7086,9,2024-06-22,2200000,4721,44
4722,14362,7089,317,2023-10-29,2200000,4722,3
4723,14364,7090,84,2024-05-15,1500000,4723,38
4724,14369,7092,683,2024-11-19,2000000,4724,50
4725,14371,7094,181,2024-10-13,3000000,4725,45
4726,14374,7095,557,2024-07-12,2000000,4726,21
4727,14376,7096,97,2022-08-22,3000000,4727,2
4728,14379,7097,762,2024-06-05,3000000,4728,12
4729,14380,7098,239,2023-10-08,1500000,4729,21
4730,14384,7099,617,2024-08-04,1500000,4730,15
4731,14385,7101,601,2023-11-06,2000000,4731,50
4732,14389,7102,568,2023-10-23,4500000,4732,19
4733,14391,7103,563,2023-11-07,1500000,4733,21
4734,14393,7105,168,2022-11-05,4500000,4734,25
4735,14399,7106,794,2024-05-12,8000000,4735,41
4736,14407,7107,251,2022-08-31,2200000,4736,34
4737,14413,7108,728,2024-10-07,8000000,4737,34
4738,14415,7110,478,2023-01-31,2000000,4738,49
4739,14422,7112,392,2024-03-31,2200000,4739,42
4740,14423,7113,205,2023-12-14,8000000,4740,47
4741,14424,7114,429,2024-03-16,1500000,4741,40
4742,14425,7115,29,2023-06-04,4500000,4742,30
4743,14426,7117,313,2024-08-29,4500000,4743,46
4744,14427,7118,651,2024-06-22,1500000,4744,27
4745,14430,7119,429,2024-07-02,3000000,4745,39
4746,14432,7120,666,2023-07-04,2000000,4746,48
4747,14436,7122,723,2022-05-11,4500000,4747,3
4748,14437,7123,186,2024-03-28,2000000,4748,13
4749,14438,7125,438,2024-09-15,4500000,4749,48
4750,14441,7126,577,2023-07-14,8000000,4750,39
4751,14442,7127,667,2024-07-23,4500000,4751,1
4752,14443,7128,698,2024-02-25,4500000,4752,14
4753,14444,7129,464,2024-09-29,8000000,4753,27
4754,14446,7131,243,2024-08-30,2200000,4754,36
4755,14447,7132,619,2024-02-13,1500000,4755,3
4756,14448,7133,482,2023-10-05,1500000,4756,18
4757,14454,7134,632,2022-07-22,2200000,4757,48
4758,14455,7137,335,2024-04-15,8000000,4758,37
4759,14459,7138,755,2023-05-19,3000000,4759,4
4760,14460,7139,332,2024-12-12,2200000,4760,27
4761,14461,7140,621,2024-05-14,8000000,4761,34
4762,14462,7141,50,2024-07-19,2000000,4762,21
4763,14463,7143,748,2024-06-20,8000000,4763,12
4764,14465,7144,785,2023-07-09,2200000,4764,18
4765,14474,7147,325,2024-07-27,8000000,4765,27
4766,14477,7150,15,2024-01-24,8000000,4766,37
4767,14478,7152,148,2024-02-20,4500000,4767,9
4768,14480,7153,281,2022-09-23,2200000,4768,5
4769,14484,7154,119,2024-11-11,1500000,4769,2
4770,14485,7155,355,2023-12-13,2000000,4770,28
4771,14487,7156,401,2023-01-18,2200000,4771,45
4772,14489,7157,541,2023-11-11,3000000,4772,33
4773,14493,7160,637,2023-08-10,8000000,4773,30
4774,14497,7161,558,2024-09-16,3000000,4774,35
4775,14499,7162,645,2024-06-20,1500000,4775,44
4776,14505,7163,47,2023-06-06,4500000,4776,45
4777,14507,7164,306,2023-01-27,3000000,4777,30
4778,14508,7166,388,2023-08-18,2200000,4778,38
4779,14515,7167,561,2023-06-05,1500000,4779,17
4780,14516,7168,743,2022-07-25,4500000,4780,34
4781,14520,7170,732,2024-11-04,4500000,4781,43
4782,14521,7171,786,2024-09-06,2000000,4782,21
4783,14522,7177,304,2023-08-03,8000000,4783,1
4784,14525,7178,436,2024-08-31,3000000,4784,33
4785,14535,7179,181,2024-09-14,3000000,4785,32
4786,14536,7181,214,2024-03-01,1500000,4786,4
4787,14537,7182,30,2024-05-03,1500000,4787,50
4788,14539,7183,151,2023-04-07,2200000,4788,8
4789,14541,7185,98,2024-04-12,1500000,4789,4
4790,14542,7186,187,2024-02-21,3000000,4790,48
4791,14544,7188,375,2024-11-02,4500000,4791,17
4792,14548,7189,772,2023-07-30,2000000,4792,45
4793,14551,7190,535,2023-02-05,1500000,4793,35
4794,14552,7195,150,2023-02-28,8000000,4794,47
4795,14555,7198,478,2024-07-22,3000000,4795,31
4796,14556,7202,221,2024-03-16,3000000,4796,34
4797,14564,7203,75,2024-08-31,4500000,4797,50
4798,14565,7205,136,2024-01-30,3000000,4798,49
4799,14568,7206,592,2024-04-27,3000000,4799,44
4800,14574,7207,752,2024-03-25,1500000,4800,28
4801,14578,7209,689,2024-06-24,8000000,4801,10
4802,14585,7210,736,2023-09-10,8000000,4802,18
4803,14588,7211,788,2024-03-18,2200000,4803,46
4804,14594,7212,672,2024-07-27,2000000,4804,17
4805,14595,7214,713,2023-07-07,3000000,4805,39
4806,14596,7215,20,2023-07-03,8000000,4806,16
4807,14598,7218,654,2024-09-28,3000000,4807,25
4808,14599,7219,20,2023-10-09,2200000,4808,15
4809,14603,7221,209,2023-05-27,8000000,4809,31
4810,14606,7222,604,2024-04-29,2200000,4810,9
4811,14609,7224,307,2023-06-13,4500000,4811,16
4812,14611,7226,514,2023-07-13,3000000,4812,26
4813,14614,7227,162,2023-03-12,4500000,4813,4
4814,14615,7231,254,2023-12-15,1500000,4814,42
4815,14616,7233,40,2024-01-30,2200000,4815,17
4816,14617,7234,336,2023-08-17,4500000,4816,7
4817,14618,7235,400,2023-03-20,4500000,4817,50
4818,14621,7236,686,2024-10-28,2200000,4818,6
4819,14626,7237,106,2023-10-03,1500000,4819,10
4820,14634,7238,747,2024-10-30,3000000,4820,38
4821,14635,7239,167,2024-12-23,3000000,4821,2
4822,14639,7241,329,2024-01-11,1500000,4822,8
4823,14641,7243,326,2023-11-20,1500000,4823,14
4824,14643,7245,211,2024-12-19,2200000,4824,8
4825,14647,7246,124,2024-02-22,8000000,4825,40
4826,14648,7247,209,2024-05-13,3000000,4826,5
4827,14649,7248,675,2024-03-31,8000000,4827,25
4828,14650,7250,190,2024-04-19,8000000,4828,18
4829,14652,7252,495,2024-01-04,2200000,4829,34
4830,14653,7255,198,2023-12-04,8000000,4830,32
4831,14654,7257,733,2023-11-14,8000000,4831,17
4832,14655,7258,301,2023-09-09,4500000,4832,13
4833,14656,7260,608,2024-10-04,2200000,4833,20
4834,14658,7262,150,2024-06-03,2200000,4834,44
4835,14661,7263,693,2024-03-15,2200000,4835,18
4836,14663,7265,509,2022-10-08,2000000,4836,23
4837,14670,7266,796,2024-05-28,8000000,4837,43
4838,14671,7268,556,2022-10-21,2200000,4838,4
4839,14672,7269,92,2024-04-10,2200000,4839,21
4840,14673,7270,287,2023-08-28,8000000,4840,21
4841,14675,7271,298,2024-12-03,8000000,4841,24
4842,14677,7272,663,2024-03-05,1500000,4842,1
4843,14679,7274,106,2024-09-21,2000000,4843,44
4844,14681,7276,106,2023-10-22,1500000,4844,32
4845,14683,7277,7,2024-02-25,8000000,4845,41
4846,14684,7282,380,2023-12-15,1500000,4846,31
4847,14687,7284,360,2024-04-10,1500000,4847,44
4848,14691,7285,232,2023-12-15,1500000,4848,7
4849,14697,7291,284,2024-12-04,8000000,4849,37
4850,14701,7293,324,2024-02-27,1500000,4850,10
4851,14703,7295,470,2023-09-15,4500000,4851,5
4852,14709,7296,141,2023-11-02,2000000,4852,6
4853,14717,7297,484,2024-08-02,8000000,4853,41
4854,14724,7298,384,2022-11-18,3000000,4854,36
4855,14734,7299,505,2023-11-08,4500000,4855,19
4856,14738,7300,742,2024-11-12,1500000,4856,13
4857,14745,7301,399,2024-05-30,2000000,4857,46
4858,14750,7302,411,2022-12-25,8000000,4858,29
4859,14752,7303,553,2023-04-16,3000000,4859,47
4860,14753,7305,712,2024-08-14,2200000,4860,24
4861,14759,7307,664,2022-11-17,2000000,4861,42
4862,14760,7308,222,2024-07-26,4500000,4862,34
4863,14761,7310,762,2024-03-15,4500000,4863,48
4864,14764,7311,146,2022-11-17,2000000,4864,45
4865,14767,7313,651,2023-10-18,4500000,4865,9
4866,14770,7317,619,2023-07-21,1500000,4866,17
4867,14771,7318,424,2024-07-23,2000000,4867,43
4868,14775,7319,222,2023-10-26,1500000,4868,4
4869,14778,7320,189,2024-03-05,3000000,4869,16
4870,14787,7322,756,2024-06-01,4500000,4870,29
4871,14794,7323,189,2024-08-15,2200000,4871,4
4872,14798,7324,106,2024-01-08,3000000,4872,16
4873,14799,7325,150,2024-01-20,4500000,4873,1
4874,14800,7326,745,2024-06-28,1500000,4874,10
4875,14801,7327,340,2024-08-18,4500000,4875,1
4876,14802,7328,204,2023-02-16,2000000,4876,48
4877,14803,7329,419,2023-10-19,4500000,4877,34
4878,14805,7330,421,2023-07-28,2200000,4878,47
4879,14806,7331,773,2024-08-17,4500000,4879,10
4880,14807,7333,251,2024-08-30,2200000,4880,7
4881,14811,7334,242,2024-03-28,3000000,4881,6
4882,14812,7336,376,2023-04-03,8000000,4882,33
4883,14815,7337,729,2023-09-18,8000000,4883,14
4884,14817,7342,369,2024-05-05,8000000,4884,7
4885,14820,7343,350,2023-11-15,2000000,4885,6
4886,14821,7344,584,2023-08-13,4500000,4886,1
4887,14822,7345,737,2024-09-01,2000000,4887,45
4888,14823,7348,4,2024-10-20,8000000,4888,18
4889,14824,7349,539,2023-04-30,1500000,4889,8
4890,14826,7350,234,2024-04-18,3000000,4890,33
4891,14827,7352,59,2023-12-06,2200000,4891,45
4892,14832,7353,551,2024-04-15,1500000,4892,13
4893,14833,7354,60,2023-11-02,2000000,4893,50
4894,14835,7355,309,2024-09-17,1500000,4894,15
4895,14843,7356,28,2023-01-25,2200000,4895,14
4896,14845,7357,745,2024-07-06,8000000,4896,28
4897,14849,7358,735,2024-09-02,1500000,4897,37
4898,14850,7359,101,2024-12-21,4500000,4898,5
4899,14854,7360,85,2023-05-08,8000000,4899,6
4900,14855,7363,475,2022-12-26,3000000,4900,50
4901,14856,7364,673,2024-08-22,2200000,4901,28
4902,14863,7365,24,2024-03-04,3000000,4902,29
4903,14868,7366,555,2023-10-20,8000000,4903,49
4904,14869,7367,345,2024-09-29,8000000,4904,25
4905,14873,7368,74,2023-11-05,3000000,4905,22
4906,14878,7369,136,2023-10-22,3000000,4906,48
4907,14879,7370,772,2023-04-16,4500000,4907,27
4908,14880,7371,382,2023-06-17,4500000,4908,46
4909,14881,7373,434,2024-04-22,2200000,4909,39
4910,14886,7376,388,2022-10-31,2200000,4910,48
4911,14890,7379,89,2022-07-06,4500000,4911,41
4912,14891,7380,168,2023-08-17,1500000,4912,3
4913,14892,7382,266,2023-05-28,2000000,4913,33
4914,14896,7383,567,2024-03-14,2200000,4914,28
4915,14901,7384,137,2023-08-20,3000000,4915,17
4916,14903,7387,642,2023-05-18,2000000,4916,35
4917,14909,7388,89,2022-07-31,3000000,4917,13
4918,14912,7393,295,2024-05-11,1500000,4918,22
4919,14915,7394,9,2022-07-30,1500000,4919,14
4920,14918,7395,794,2022-07-22,2000000,4920,28
4921,14921,7397,668,2024-01-17,1500000,4921,42
4922,14925,7399,378,2023-05-23,1500000,4922,48
4923,14927,7400,81,2023-07-30,4500000,4923,34
4924,14931,7403,323,2023-07-19,2000000,4924,19
4925,14932,7405,166,2023-12-21,8000000,4925,48
4926,14936,7406,136,2024-12-26,4500000,4926,7
4927,14939,7408,754,2023-12-16,4500000,4927,25
4928,14940,7409,101,2023-06-07,2000000,4928,25
4929,14941,7410,739,2024-09-06,2200000,4929,24
4930,14944,7411,440,2024-06-16,8000000,4930,39
4931,14949,7413,721,2024-03-29,8000000,4931,2
4932,14950,7414,603,2023-08-08,1500000,4932,39
4933,14952,7415,4,2024-11-08,4500000,4933,11
4934,14954,7417,196,2023-02-21,2000000,4934,46
4935,14955,7418,116,2024-01-06,2000000,4935,23
4936,14956,7419,424,2023-12-18,2200000,4936,18
4937,14961,7420,197,2023-08-06,1500000,4937,31
4938,14962,7421,769,2024-11-18,2200000,4938,33
4939,14963,7422,331,2024-12-04,1500000,4939,47
4940,14966,7424,625,2024-11-01,1500000,4940,24
4941,14967,7425,347,2024-04-05,8000000,4941,25
4942,14972,7426,145,2024-09-03,2000000,4942,25
4943,14973,7427,287,2022-07-11,4500000,4943,46
4944,14976,7428,651,2024-05-29,2200000,4944,20
4945,14977,7429,725,2024-11-13,4500000,4945,21
4946,14978,7430,455,2023-12-17,1500000,4946,33
4947,14981,7431,799,2024-03-12,2000000,4947,32
4948,14985,7432,498,2024-04-03,1500000,4948,35
4949,14990,7433,662,2023-02-08,1500000,4949,19
4950,14992,7434,42,2023-12-15,4500000,4950,29
4951,14998,7435,512,2024-01-28,1500000,4951,43
4952,14999,7436,172,2023-01-15,4500000,4952,30
4953,15000,7437,281,2024-10-03,2200000,4953,31
4954,15002,7438,238,2024-09-23,4500000,4954,36
4955,15003,7439,234,2024-04-27,2000000,4955,9
4956,15016,7441,249,2022-08-31,8000000,4956,45
4957,15019,7444,204,2024-11-09,8000000,4957,24
4958,15020,7446,780,2023-11-18,2200000,4958,2
4959,15030,7447,446,2024-03-11,1500000,4959,37
4960,15033,7449,716,2024-01-26,4500000,4960,45
4961,15038,7451,349,2023-04-25,4500000,4961,49
4962,15040,7452,230,2023-08-15,2000000,4962,37
4963,15043,7453,69,2024-04-15,8000000,4963,13
4964,15050,7454,118,2023-09-25,4500000,4964,14
4965,15053,7456,565,2023-12-03,3000000,4965,44
4966,15054,7457,648,2024-03-17,3000000,4966,18
4967,15057,7458,200,2024-08-15,1500000,4967,24
4968,15062,7460,524,2022-12-24,8000000,4968,23
4969,15063,7461,427,2024-06-22,4500000,4969,37
4970,15065,7463,697,2024-04-29,8000000,4970,13
4971,15066,7465,692,2022-10-28,3000000,4971,39
4972,15067,7466,479,2024-08-09,2000000,4972,1
4973,15068,7470,613,2024-03-14,2200000,4973,7
4974,15077,7471,108,2023-03-22,3000000,4974,40
4975,15079,7472,660,2024-03-19,2200000,4975,46
4976,15080,7473,774,2023-10-18,2200000,4976,36
4977,15083,7478,366,2023-10-29,3000000,4977,6
4978,15088,7479,728,2023-06-01,8000000,4978,1
4979,15093,7481,203,2024-12-06,8000000,4979,28
4980,15094,7482,657,2024-03-10,1500000,4980,5
4981,15100,7486,697,2024-07-19,8000000,4981,12
4982,15101,7488,797,2024-06-26,4500000,4982,44
4983,15107,7489,175,2024-11-07,4500000,4983,46
4984,15111,7490,195,2024-08-13,4500000,4984,18
4985,15114,7491,57,2024-03-08,2200000,4985,9
4986,15118,7492,380,2024-05-23,2000000,4986,21
4987,15120,7493,194,2022-09-06,8000000,4987,23
4988,15122,7496,742,2024-01-02,1500000,4988,13
4989,15125,7499,599,2023-06-29,2200000,4989,47
4990,15127,7500,608,2024-03-10,4500000,4990,45
4991,15128,7501,476,2024-08-27,2200000,4991,45
4992,15129,7502,794,2023-06-14,4500000,4992,12
4993,15132,7506,141,2023-01-26,3000000,4993,17
4994,15134,7510,523,2022-08-25,3000000,4994,4
4995,15139,7512,772,2022-07-28,4500000,4995,9
4996,15141,7514,513,2024-01-11,2000000,4996,9
4997,15155,7515,396,2023-02-04,1500000,4997,4
4998,15157,7517,321,2023-12-16,1500000,4998,29
4999,15164,7518,676,2023-05-11,4500000,4999,11
5000,15165,7520,406,2023-03-23,8000000,5000,14
5001,15167,7521,34,2023-04-22,3000000,5001,42
5002,15175,7522,764,2023-03-09,2200000,5002,48
5003,15177,7523,282,2024-04-24,8000000,5003,9
5004,15178,7524,218,2023-09-23,3000000,5004,6
5005,15180,7525,528,2024-12-16,2200000,5005,8
5006,15184,7526,757,2022-08-28,8000000,5006,8
5007,15186,7527,115,2024-11-26,2200000,5007,16
5008,15197,7528,620,2024-06-09,1500000,5008,38
5009,15202,7529,55,2023-10-21,2000000,5009,9
5010,15205,7530,574,2023-05-08,2000000,5010,10
5011,15209,7531,27,2023-07-15,1500000,5011,38
5012,15212,7532,133,2023-09-26,8000000,5012,41
5013,15213,7533,553,2023-12-12,2200000,5013,6
5014,15218,7534,500,2023-06-23,2000000,5014,47
5015,15219,7535,466,2024-04-07,2000000,5015,37
5016,15222,7536,300,2024-08-12,2200000,5016,43
5017,15231,7537,219,2024-08-20,2000000,5017,36
5018,15234,7538,729,2024-05-24,1500000,5018,16
5019,15235,7539,187,2023-08-21,4500000,5019,36
5020,15237,7540,132,2023-11-03,2200000,5020,18
5021,15240,7541,63,2023-01-02,2000000,5021,7
5022,15242,7542,270,2023-09-09,8000000,5022,36
5023,15244,7543,686,2023-12-12,4500000,5023,24
5024,15247,7548,246,2024-12-20,1500000,5024,4
5025,15250,7550,78,2024-05-24,8000000,5025,49
5026,15253,7552,296,2023-03-02,3000000,5026,15
5027,15254,7554,527,2023-05-20,3000000,5027,34
5028,15256,7555,357,2023-02-20,8000000,5028,24
5029,15260,7556,438,2024-03-08,2200000,5029,18
5030,15261,7557,284,2024-10-01,4500000,5030,20
5031,15263,7559,116,2024-08-12,4500000,5031,6
5032,15266,7560,22,2024-10-20,3000000,5032,50
5033,15268,7561,22,2023-01-28,2000000,5033,31
5034,15270,7562,393,2024-03-09,1500000,5034,43
5035,15273,7563,123,2023-11-04,2200000,5035,26
5036,15274,7564,517,2024-08-20,1500000,5036,31
5037,15276,7565,501,2023-10-16,4500000,5037,11
5038,15280,7566,213,2024-05-14,2200000,5038,16
5039,15287,7567,119,2024-07-31,4500000,5039,28
5040,15290,7568,118,2024-11-27,3000000,5040,8
5041,15291,7569,467,2024-03-25,1500000,5041,29
5042,15292,7570,565,2024-09-12,4500000,5042,45
5043,15293,7571,729,2024-03-26,2200000,5043,48
5044,15298,7572,455,2023-07-29,3000000,5044,27
5045,15299,7573,508,2024-08-06,3000000,5045,26
5046,15301,7575,611,2023-09-14,2000000,5046,3
5047,15304,7576,468,2024-03-06,8000000,5047,18
5048,15310,7578,163,2024-11-25,1500000,5048,23
5049,15313,7579,143,2024-07-22,3000000,5049,25
5050,15318,7580,381,2023-03-14,2200000,5050,4
5051,15320,7581,796,2024-06-11,2200000,5051,21
5052,15323,7583,193,2024-01-16,4500000,5052,5
5053,15325,7584,171,2023-10-18,2200000,5053,6
5054,15326,7585,53,2024-01-25,1500000,5054,41
5055,15329,7586,693,2024-01-04,2200000,5055,49
5056,15337,7587,420,2023-02-19,2200000,5056,46
5057,15339,7588,118,2024-04-15,4500000,5057,7
5058,15341,7591,52,2024-05-29,3000000,5058,14
5059,15345,7595,683,2024-09-28,2000000,5059,24
5060,15350,7596,664,2023-08-04,8000000,5060,7
5061,15352,7597,466,2023-02-26,3000000,5061,6
5062,15355,7598,369,2023-12-03,4500000,5062,3
5063,15359,7600,157,2022-09-22,4500000,5063,27
5064,15360,7604,185,2022-06-28,2200000,5064,28
5065,15363,7605,794,2024-02-08,4500000,5065,22
5066,15366,7607,338,2023-04-01,2200000,5066,14
5067,15369,7608,61,2024-10-09,4500000,5067,22
5068,15371,7610,373,2023-12-14,2200000,5068,6
5069,15373,7614,163,2024-05-15,3000000,5069,15
5070,15375,7615,659,2023-08-22,3000000,5070,29
5071,15378,7619,388,2023-11-30,2000000,5071,35
5072,15380,7621,310,2023-09-09,8000000,5072,23
5073,15381,7623,408,2024-10-02,2000000,5073,40
5074,15382,7624,100,2024-09-25,3000000,5074,23
5075,15383,7626,621,2023-05-16,3000000,5075,33
5076,15384,7627,255,2022-06-06,2200000,5076,40
5077,15385,7628,195,2024-01-25,4500000,5077,38
5078,15388,7629,6,2023-03-18,8000000,5078,46
5079,15393,7630,405,2024-08-04,1500000,5079,34
5080,15395,7631,18,2024-12-09,8000000,5080,35
5081,15399,7632,296,2024-12-19,1500000,5081,9
5082,15403,7634,372,2024-02-28,2200000,5082,30
5083,15404,7635,542,2023-12-07,3000000,5083,3
5084,15405,7637,596,2024-03-09,3000000,5084,45
5085,15407,7638,94,2023-04-28,8000000,5085,9
5086,15414,7639,181,2023-06-26,3000000,5086,5
5087,15418,7641,572,2024-12-18,3000000,5087,15
5088,15420,7643,693,2023-05-09,2200000,5088,29
5089,15424,7645,303,2023-11-21,4500000,5089,1
5090,15427,7646,656,2024-01-20,3000000,5090,11
5091,15428,7649,234,2022-12-16,2200000,5091,9
5092,15432,7650,424,2024-09-05,2200000,5092,38
5093,15433,7654,557,2023-02-07,8000000,5093,30
5094,15435,7655,626,2024-01-17,1500000,5094,2
5095,15437,7657,408,2024-08-25,1500000,5095,31
5096,15448,7661,222,2024-12-15,8000000,5096,6
5097,15449,7662,650,2022-08-24,3000000,5097,48
5098,15453,7664,774,2023-12-16,2200000,5098,32
5099,15454,7665,162,2024-01-21,3000000,5099,38
5100,15455,7666,738,2022-12-12,2000000,5100,17
5101,15463,7667,725,2024-07-02,1500000,5101,18
5102,15464,7669,699,2023-02-11,1500000,5102,48
5103,15465,7670,731,2024-05-24,4500000,5103,15
5104,15467,7671,58,2023-10-04,2000000,5104,3
5105,15468,7672,24,2024-11-04,8000000,5105,26
5106,15469,7673,353,2023-08-19,4500000,5106,19
5107,15470,7675,680,2022-09-06,2200000,5107,18
5108,15472,7676,381,2023-12-11,4500000,5108,21
5109,15478,7680,797,2024-07-16,3000000,5109,23
5110,15479,7681,587,2023-05-04,2200000,5110,5
5111,15483,7684,271,2023-08-28,1500000,5111,7
5112,15485,7686,799,2024-09-13,3000000,5112,37
5113,15486,7689,345,2023-06-07,3000000,5113,30
5114,15488,7690,47,2024-01-23,1500000,5114,46
5115,15490,7691,650,2024-08-20,4500000,5115,11
5116,15492,7692,217,2024-08-10,2000000,5116,13
5117,15496,7693,271,2024-12-08,1500000,5117,39
